permutation,diagonal_dominance,matching_margin
391,0.18627450980392157,-1005.8233108146518
392,0.23529411764705882,-917.5034015692917
393,0.23039215686274508,-929.3326259594338
394,0.23529411764705882,-1005.8367118461459
395,0.22058823529411764,-886.7624686559042
396,0.2107843137254902,-944.1950319514555
397,0.2549019607843137,-874.9481770852033
398,0.25,-929.1533078025369
399,0.22058823529411764,-967.1495245952232
400,0.19117647058823528,-1030.7262030021818
401,0.2696078431372549,-719.5134076698154
402,0.2549019607843137,-946.04801753923
403,0.23529411764705882,-934.7246202674567
404,0.23039215686274508,-909.6183369954427
405,0.23529411764705882,-871.2349901199341
406,0.25,-954.9014819369596
407,0.21568627450980393,-923.0259157068589
408,0.22058823529411764,-897.1061010828205
409,0.22549019607843138,-994.2987267737295
410,0.23039215686274508,-1008.5747937595143
411,0.23039215686274508,-892.658777031244
412,0.1715686274509804,-1078.7965768926283
413,0.2647058823529412,-958.3126948861515
414,0.2107843137254902,-856.8099300160128
415,0.17647058823529413,-1085.9184314316394
416,0.24509803921568626,-918.5663910099105
417,0.24509803921568626,-809.098232830272
418,0.25,-800.4767916249294
419,0.2549019607843137,-803.2536462148031
420,0.19607843137254902,-1033.057313339383
421,0.25980392156862747,-797.533696716907
422,0.22058823529411764,-876.0585608949848
423,0.23529411764705882,-876.3904105541753
424,0.23529411764705882,-939.5880790224262
425,0.1715686274509804,-947.7839088439941
426,0.20098039215686275,-918.7408529823902
427,0.20588235294117646,-987.3528056986191
428,0.24019607843137256,-965.042005146251
429,0.22549019607843138,-991.8704757129444
430,0.20588235294117646,-929.1963279948515
431,0.24019607843137256,-803.4656934925155
432,0.2107843137254902,-916.158348532284
433,0.2107843137254902,-1080.512422804739
434,0.22549019607843138,-993.7079345291736
435,0.23039215686274508,-947.0058317558438
436,0.20098039215686275,-1067.8666539846681
437,0.23529411764705882,-874.3591276056626
438,0.16176470588235295,-1039.4473959230909
439,0.22058823529411764,-902.4792196142907
440,0.2107843137254902,-1001.3973363521052
441,0.22058823529411764,-935.6551009907442
442,0.18627450980392157,-916.2158882851694
